Loop Step: 0.0310 | Loop Time: 4.32 | Pressure: -2.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.87 | Pressure: 14.76 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.90 | Pressure: 14.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.94 | Pressure: 14.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 12.97 | Pressure: 15.05 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.00 | Pressure: 15.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.03 | Pressure: 15.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.06 | Pressure: 15.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.10 | Pressure: 15.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.13 | Pressure: 13.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.16 | Pressure: 15.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.19 | Pressure: 15.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.22 | Pressure: 14.15 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.26 | Pressure: 15.97 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.29 | Pressure: 16.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.32 | Pressure: 16.32 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.35 | Pressure: 16.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.38 | Pressure: 16.43 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.42 | Pressure: 16.55 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.45 | Pressure: 16.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.48 | Pressure: 16.87 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.51 | Pressure: 16.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.54 | Pressure: 17.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.58 | Pressure: 17.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.61 | Pressure: 17.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.64 | Pressure: 16.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.67 | Pressure: 17.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.71 | Pressure: 17.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.74 | Pressure: 15.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.77 | Pressure: 17.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.80 | Pressure: 17.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.83 | Pressure: 18.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.87 | Pressure: 18.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.90 | Pressure: 18.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.93 | Pressure: 18.40 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.96 | Pressure: 18.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.99 | Pressure: 18.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.03 | Pressure: 18.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.06 | Pressure: 18.62 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.09 | Pressure: 18.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.12 | Pressure: 19.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.15 | Pressure: 17.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.19 | Pressure: 19.13 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.22 | Pressure: 19.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.25 | Pressure: 17.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.28 | Pressure: 19.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.31 | Pressure: 19.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.35 | Pressure: 17.26 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.38 | Pressure: 19.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.41 | Pressure: 19.87 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.44 | Pressure: 20.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.47 | Pressure: 20.32 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.51 | Pressure: 20.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.54 | Pressure: 20.40 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.57 | Pressure: 20.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.60 | Pressure: 20.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.63 | Pressure: 20.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.66 | Pressure: 19.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.70 | Pressure: 21.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.73 | Pressure: 21.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.76 | Pressure: 19.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.79 | Pressure: 21.43 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.82 | Pressure: 21.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.86 | Pressure: 21.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.89 | Pressure: 21.77 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.92 | Pressure: 21.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.95 | Pressure: 22.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.98 | Pressure: 22.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.02 | Pressure: 20.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.05 | Pressure: 21.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.08 | Pressure: 22.35 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.11 | Pressure: 22.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.14 | Pressure: 22.71 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.18 | Pressure: 21.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.21 | Pressure: 23.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.24 | Pressure: 23.13 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.27 | Pressure: 21.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.30 | Pressure: 23.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.34 | Pressure: 23.55 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.37 | Pressure: 23.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.40 | Pressure: 23.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.43 | Pressure: 24.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.46 | Pressure: 24.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.50 | Pressure: 24.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.53 | Pressure: 24.42 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.56 | Pressure: 24.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.59 | Pressure: 24.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.62 | Pressure: 24.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.66 | Pressure: 25.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.69 | Pressure: 23.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.72 | Pressure: 25.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.75 | Pressure: 25.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.79 | Pressure: 23.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.82 | Pressure: 25.79 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.85 | Pressure: 25.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.88 | Pressure: 26.05 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.91 | Pressure: 26.32 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.95 | Pressure: 26.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.98 | Pressure: 26.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.01 | Pressure: 26.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.04 | Pressure: 26.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.07 | Pressure: 27.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.11 | Pressure: 27.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.14 | Pressure: 27.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.17 | Pressure: 27.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.20 | Pressure: 24.72 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.23 | Pressure: 27.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.27 | Pressure: 27.72 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.30 | Pressure: 25.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.33 | Pressure: 27.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.36 | Pressure: 28.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.39 | Pressure: 28.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.43 | Pressure: 28.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.46 | Pressure: 28.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.49 | Pressure: 29.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.52 | Pressure: 29.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.55 | Pressure: 29.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.59 | Pressure: 29.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.62 | Pressure: 29.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.65 | Pressure: 29.79 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.68 | Pressure: 29.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.71 | Pressure: 27.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.75 | Pressure: 30.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.78 | Pressure: 30.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.81 | Pressure: 28.15 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.84 | Pressure: 30.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.87 | Pressure: 30.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.91 | Pressure: 30.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.94 | Pressure: 31.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.97 | Pressure: 31.32 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.00 | Pressure: 31.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.03 | Pressure: 31.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.07 | Pressure: 31.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.10 | Pressure: 31.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.13 | Pressure: 32.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.16 | Pressure: 32.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.19 | Pressure: 32.52 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.23 | Pressure: 31.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.26 | Pressure: 32.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.29 | Pressure: 33.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.32 | Pressure: 31.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.35 | Pressure: 31.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.39 | Pressure: 33.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.42 | Pressure: 33.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.45 | Pressure: 31.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.48 | Pressure: 31.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.51 | Pressure: 34.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.55 | Pressure: 32.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.58 | Pressure: 32.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.61 | Pressure: 35.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.64 | Pressure: 33.27 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.67 | Pressure: 32.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.70 | Pressure: 35.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.74 | Pressure: 33.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.77 | Pressure: 33.47 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.80 | Pressure: 36.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.83 | Pressure: 34.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.86 | Pressure: 34.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.90 | Pressure: 36.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.93 | Pressure: 37.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.96 | Pressure: 34.72 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.99 | Pressure: 37.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.02 | Pressure: 37.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.06 | Pressure: 35.23 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.09 | Pressure: 37.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.12 | Pressure: 38.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.15 | Pressure: 38.43 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.18 | Pressure: 38.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.22 | Pressure: 38.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.25 | Pressure: 37.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.28 | Pressure: 39.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.31 | Pressure: 39.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.34 | Pressure: 37.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.38 | Pressure: 39.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.41 | Pressure: 39.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.44 | Pressure: 40.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.47 | Pressure: 40.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.50 | Pressure: 40.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.54 | Pressure: 40.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.57 | Pressure: 41.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.60 | Pressure: 41.26 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.63 | Pressure: 41.37 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.66 | Pressure: 41.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.70 | Pressure: 41.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.73 | Pressure: 42.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.76 | Pressure: 41.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.79 | Pressure: 42.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.82 | Pressure: 42.81 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.86 | Pressure: 41.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.89 | Pressure: 43.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.92 | Pressure: 43.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.95 | Pressure: 43.05 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.98 | Pressure: 43.23 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.02 | Pressure: 43.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.05 | Pressure: 43.76 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.08 | Pressure: 43.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.11 | Pressure: 44.13 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.14 | Pressure: 44.24 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.18 | Pressure: 44.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.21 | Pressure: 44.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.24 | Pressure: 44.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.27 | Pressure: 43.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.30 | Pressure: 45.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.34 | Pressure: 45.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.37 | Pressure: 46.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.40 | Pressure: 46.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.43 | Pressure: 46.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.46 | Pressure: 46.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.50 | Pressure: 46.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.53 | Pressure: 47.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.56 | Pressure: 47.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.59 | Pressure: 47.52 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.62 | Pressure: 47.76 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.66 | Pressure: 48.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.69 | Pressure: 48.09 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.72 | Pressure: 48.24 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.75 | Pressure: 48.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.79 | Pressure: 47.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.82 | Pressure: 49.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.85 | Pressure: 49.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.88 | Pressure: 48.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.91 | Pressure: 50.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.95 | Pressure: 50.24 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.98 | Pressure: 50.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.01 | Pressure: 50.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.04 | Pressure: 50.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.07 | Pressure: 50.93 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.11 | Pressure: 51.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.14 | Pressure: 51.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.17 | Pressure: 51.37 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.20 | Pressure: 51.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.23 | Pressure: 51.81 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.27 | Pressure: 52.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.30 | Pressure: 51.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.33 | Pressure: 52.55 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.36 | Pressure: 52.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.39 | Pressure: 51.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.43 | Pressure: 53.22 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.46 | Pressure: 53.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.49 | Pressure: 53.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.52 | Pressure: 53.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.55 | Pressure: 51.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.59 | Pressure: 54.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.62 | Pressure: 54.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.65 | Pressure: 54.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.68 | Pressure: 55.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.71 | Pressure: 55.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.75 | Pressure: 55.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.78 | Pressure: 55.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.81 | Pressure: 54.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.84 | Pressure: 56.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.87 | Pressure: 56.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.91 | Pressure: 54.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.94 | Pressure: 56.84 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.97 | Pressure: 57.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.00 | Pressure: 57.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.03 | Pressure: 57.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.07 | Pressure: 57.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.10 | Pressure: 58.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.13 | Pressure: 58.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.16 | Pressure: 58.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.19 | Pressure: 58.79 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.23 | Pressure: 59.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.26 | Pressure: 59.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.29 | Pressure: 59.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.32 | Pressure: 57.46 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.35 | Pressure: 60.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.39 | Pressure: 60.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.42 | Pressure: 59.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.45 | Pressure: 60.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.48 | Pressure: 61.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.51 | Pressure: 61.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.55 | Pressure: 61.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.58 | Pressure: 62.07 | Solenoid: PRESSURIZE
