Loop Step: 0.0310 | Loop Time: 4.60 | Pressure: 0.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.16 | Pressure: 7.55 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.20 | Pressure: 7.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.23 | Pressure: 7.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.26 | Pressure: 7.71 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.29 | Pressure: 7.72 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.32 | Pressure: 7.85 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.36 | Pressure: 7.87 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.39 | Pressure: 7.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.42 | Pressure: 8.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.45 | Pressure: 7.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.48 | Pressure: 8.06 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.52 | Pressure: 8.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.55 | Pressure: 8.27 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.58 | Pressure: 8.33 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.61 | Pressure: 8.42 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.64 | Pressure: 8.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.68 | Pressure: 8.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.71 | Pressure: 8.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.74 | Pressure: 8.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.77 | Pressure: 8.81 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.80 | Pressure: 8.92 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.84 | Pressure: 8.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.87 | Pressure: 9.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.90 | Pressure: 9.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.93 | Pressure: 9.24 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 13.96 | Pressure: 8.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.00 | Pressure: 9.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.03 | Pressure: 9.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.06 | Pressure: 9.46 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.09 | Pressure: 9.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.12 | Pressure: 9.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.16 | Pressure: 9.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.19 | Pressure: 9.85 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.22 | Pressure: 9.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.25 | Pressure: 10.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.28 | Pressure: 10.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.32 | Pressure: 10.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.35 | Pressure: 10.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.38 | Pressure: 10.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.41 | Pressure: 10.43 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.44 | Pressure: 10.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.48 | Pressure: 9.62 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.51 | Pressure: 10.65 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.54 | Pressure: 10.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.57 | Pressure: 10.78 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.60 | Pressure: 10.92 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.64 | Pressure: 11.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.67 | Pressure: 11.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.70 | Pressure: 11.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.73 | Pressure: 11.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.76 | Pressure: 11.31 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.80 | Pressure: 11.42 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.83 | Pressure: 11.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.86 | Pressure: 11.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.89 | Pressure: 11.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.92 | Pressure: 11.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.96 | Pressure: 11.84 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 14.99 | Pressure: 11.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.02 | Pressure: 12.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.05 | Pressure: 12.16 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.08 | Pressure: 12.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.12 | Pressure: 12.32 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.15 | Pressure: 12.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.18 | Pressure: 12.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.21 | Pressure: 12.54 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.24 | Pressure: 12.76 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.28 | Pressure: 12.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.31 | Pressure: 12.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.34 | Pressure: 12.93 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.37 | Pressure: 13.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.40 | Pressure: 13.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.44 | Pressure: 13.22 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.47 | Pressure: 13.29 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.50 | Pressure: 12.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.53 | Pressure: 13.41 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.56 | Pressure: 13.51 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.60 | Pressure: 13.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.63 | Pressure: 13.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.66 | Pressure: 13.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.69 | Pressure: 13.92 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.72 | Pressure: 13.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.76 | Pressure: 13.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.79 | Pressure: 14.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.82 | Pressure: 14.18 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.85 | Pressure: 13.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.88 | Pressure: 14.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.92 | Pressure: 13.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.95 | Pressure: 14.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 15.98 | Pressure: 14.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.01 | Pressure: 13.79 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.04 | Pressure: 14.77 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.08 | Pressure: 14.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.11 | Pressure: 14.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.14 | Pressure: 15.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.17 | Pressure: 15.15 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.20 | Pressure: 15.26 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.24 | Pressure: 15.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.27 | Pressure: 15.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.30 | Pressure: 15.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.33 | Pressure: 15.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.36 | Pressure: 15.71 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.40 | Pressure: 15.76 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.43 | Pressure: 15.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.46 | Pressure: 16.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.49 | Pressure: 16.13 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.52 | Pressure: 14.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.56 | Pressure: 16.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.59 | Pressure: 16.38 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.62 | Pressure: 16.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.65 | Pressure: 16.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.68 | Pressure: 16.62 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.72 | Pressure: 16.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.75 | Pressure: 16.83 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.78 | Pressure: 16.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.81 | Pressure: 16.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.84 | Pressure: 17.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.88 | Pressure: 17.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.91 | Pressure: 17.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.94 | Pressure: 17.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 16.97 | Pressure: 17.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.00 | Pressure: 17.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.04 | Pressure: 17.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.07 | Pressure: 18.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.10 | Pressure: 18.13 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.13 | Pressure: 18.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.16 | Pressure: 18.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.20 | Pressure: 18.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.23 | Pressure: 18.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.26 | Pressure: 18.79 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.29 | Pressure: 18.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.32 | Pressure: 18.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.36 | Pressure: 18.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.39 | Pressure: 18.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.42 | Pressure: 18.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.45 | Pressure: 18.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.48 | Pressure: 19.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.52 | Pressure: 19.20 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.55 | Pressure: 18.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.58 | Pressure: 19.49 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.61 | Pressure: 19.62 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.64 | Pressure: 19.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.68 | Pressure: 19.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.71 | Pressure: 19.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.74 | Pressure: 19.85 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.77 | Pressure: 20.02 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.80 | Pressure: 20.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.84 | Pressure: 20.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.87 | Pressure: 20.52 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.90 | Pressure: 20.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.93 | Pressure: 20.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 17.96 | Pressure: 20.64 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.00 | Pressure: 20.87 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.03 | Pressure: 20.87 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.06 | Pressure: 20.22 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.09 | Pressure: 21.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.12 | Pressure: 21.28 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.16 | Pressure: 21.42 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.19 | Pressure: 21.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.22 | Pressure: 21.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.25 | Pressure: 21.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.28 | Pressure: 21.46 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.32 | Pressure: 21.04 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.35 | Pressure: 22.15 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.38 | Pressure: 21.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.41 | Pressure: 21.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.44 | Pressure: 22.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.48 | Pressure: 21.73 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.51 | Pressure: 21.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.54 | Pressure: 23.19 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.57 | Pressure: 22.80 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.60 | Pressure: 22.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.64 | Pressure: 23.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.67 | Pressure: 23.80 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.70 | Pressure: 22.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.73 | Pressure: 24.15 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.76 | Pressure: 24.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.80 | Pressure: 24.47 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.83 | Pressure: 24.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.86 | Pressure: 24.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.89 | Pressure: 24.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.92 | Pressure: 24.97 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.96 | Pressure: 25.27 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 18.99 | Pressure: 25.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.02 | Pressure: 25.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.05 | Pressure: 25.63 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.08 | Pressure: 24.91 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.12 | Pressure: 24.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.15 | Pressure: 25.84 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.18 | Pressure: 25.97 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.21 | Pressure: 25.03 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.24 | Pressure: 26.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.28 | Pressure: 26.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.31 | Pressure: 25.75 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.34 | Pressure: 27.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.37 | Pressure: 27.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.40 | Pressure: 27.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.44 | Pressure: 27.69 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.47 | Pressure: 27.90 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.50 | Pressure: 28.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.53 | Pressure: 28.23 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.56 | Pressure: 28.45 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.60 | Pressure: 27.98 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.63 | Pressure: 28.86 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.66 | Pressure: 29.09 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.69 | Pressure: 29.27 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.72 | Pressure: 29.44 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.76 | Pressure: 29.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.79 | Pressure: 29.80 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.82 | Pressure: 29.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.85 | Pressure: 30.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.88 | Pressure: 30.48 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.92 | Pressure: 30.61 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.95 | Pressure: 30.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 19.98 | Pressure: 31.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.01 | Pressure: 31.23 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.04 | Pressure: 31.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.08 | Pressure: 31.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.11 | Pressure: 31.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.14 | Pressure: 31.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.17 | Pressure: 31.89 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.20 | Pressure: 32.10 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.24 | Pressure: 31.67 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.27 | Pressure: 32.30 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.30 | Pressure: 32.92 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.33 | Pressure: 33.12 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.36 | Pressure: 33.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.40 | Pressure: 33.56 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.43 | Pressure: 33.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.46 | Pressure: 33.66 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.49 | Pressure: 33.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.52 | Pressure: 34.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.56 | Pressure: 34.24 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.59 | Pressure: 34.47 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.62 | Pressure: 34.01 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.65 | Pressure: 34.94 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.68 | Pressure: 35.14 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.72 | Pressure: 35.26 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.75 | Pressure: 35.42 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.78 | Pressure: 35.59 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.81 | Pressure: 35.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.84 | Pressure: 35.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.88 | Pressure: 36.25 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.91 | Pressure: 36.53 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.94 | Pressure: 36.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 20.97 | Pressure: 36.50 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.00 | Pressure: 36.74 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.04 | Pressure: 36.95 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.07 | Pressure: 37.11 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.10 | Pressure: 37.58 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.13 | Pressure: 37.00 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.16 | Pressure: 38.07 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.20 | Pressure: 38.34 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.23 | Pressure: 38.68 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.26 | Pressure: 38.88 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.29 | Pressure: 38.99 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.32 | Pressure: 39.21 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.36 | Pressure: 39.36 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.39 | Pressure: 39.62 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.42 | Pressure: 39.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.45 | Pressure: 40.08 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.48 | Pressure: 40.27 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.52 | Pressure: 40.47 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.55 | Pressure: 40.70 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.58 | Pressure: 40.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.61 | Pressure: 41.17 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.64 | Pressure: 40.57 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.68 | Pressure: 41.60 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.71 | Pressure: 41.82 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.74 | Pressure: 42.05 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.77 | Pressure: 42.39 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.80 | Pressure: 42.71 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.84 | Pressure: 42.96 | Solenoid: PRESSURIZE
Loop Step: 0.0320 | Loop Time: 21.87 | Pressure: 43.17 | Solenoid: PRESSURIZE
